orderCode,lane,customer,pickZipCode,dropZipCode,startMarket,endMarket,shipmentStatus,revenue,cost,profit,deliveredDate
"P-172272-2610","LAX → DEN","Worldwide Express","92870","80223","LAX","DEN","Complete",245,268.54,-23.54,"2026-03-18"
"P-153685-2610","MIA → EWR","Worldwide Express","33069","11226","MIA","EWR","Complete",232.4,217.22,15.18,"2026-03-18"
"P-142655-2611","","Back to the Roots, Inc","","43228","","CMH","Complete",0,0,0,"2026-03-18"
"P-17965-2611","LAX → ORD","Priority1","91745","60062","LAX","ORD","Complete",284.34,415.58,-131.25,"2026-03-18"
"P-164079-2610","PHX → LAX","CookUnity Inc","85353","90022","PHX","LAX","Complete",680,500,180,"2026-03-18"
"P-86789-2610","EWR → IAH","Priority1","07430","77036","EWR","IAH","Complete",275.2,246.16,29.04,"2026-03-18"
"P-34452-2610","ATL → MCO","AEKE","30043","32168","ATL","MCO","Complete",260.6,197.09,63.51,"2026-03-18"
"P-54291-2610","EWR → ORD","Worldwide Express","11378","60631","EWR","ORD","Complete",228.2,318.11,-89.91,"2026-03-18"
"P-106793-2610","","Back to the Roots, Inc","90021","93514","LAX","","Complete",602.79,579.61,23.18,"2026-03-18"
"P-108905-2608","IAD → ORF","Back to the Roots, Inc","22079","23322","IAD","ORF","Complete",0,177.99,-177.99,"2026-03-18"
"P-97897-2609","LAX → MSY","Worldwide Express","91352","70124","LAX","MSY","Complete",310,297.42,12.58,"2026-03-18"
"P-142181-2611","","Back to the Roots, Inc","","22079","","IAD","Canceled",0,20,-20,"2026-03-18"
"P-123156-2611","DFW → DFW","Back to the Roots, Inc","75050","75078","DFW","DFW","Complete",67,82.28,-15.28,"2026-03-18"
"P-93754-2611","IAD → RIC","Back to the Roots, Inc","22079","23112","IAD","RIC","Complete",149,210,-61,"2026-03-18"
"P-92029-2610","EWR → RDU","Worldwide Express","08810","28303","EWR","RDU","Complete",216.8,195.85,20.95,"2026-03-18"
"P-109289-2611","LAX → LAX","DoorDash","90638","90058","LAX","LAX","Complete",175,95.38,79.62,"2026-03-18"
"P-60523-2611","LAX → LAX","DoorDash","91761","90058","LAX","LAX","Complete",175,104.62,70.38,"2026-03-18"
"P-26545-2611","EWR → EWR","Worldwide Express","08810","10927","EWR","EWR","Complete",110,158.2,-48.2,"2026-03-18"
"P-133691-2610","MIA → ELP","Worldwide Express","33321","79901","MIA","ELP","Complete",256.6,316.05,-59.45,"2026-03-18"
"P-125587-2611","SEA → SEA","Back to the Roots, Inc","98001","98284","SEA","SEA","Complete",139,164.08,-25.08,"2026-03-18"
"P-133945-2609","ORD → MSY","GLB Trucking LLC dba GLB Solutions","60160","70121","ORD","MSY","Complete",221,268.03,-47.03,"2026-03-18"
"P-24829-2611","ORD → MIA","GLB Trucking LLC dba GLB Solutions","60064","33178","ORD","MIA","Complete",460.5,401.94,58.56,"2026-03-18"
"P-125467-2610","IAH → LAX","Worldwide Express","77032","91602","IAH","LAX","Complete",187.22,304.64,-117.42,"2026-03-18"
"P-99722-2611","BDL → BDL","Back to the Roots, Inc","06114","06279","BDL","BDL","Complete",40,42.91,-2.91,"2026-03-18"
"P-102333-2610","BNA → BNA","Back to the Roots, Inc","37217","37174","BNA","BNA","Complete",45,87.77,-42.77,"2026-03-18"
"P-111002-2610","PHX → CVG","Priority1","85353","41071","PHX","CVG","Complete",238.32,260.24,-21.92,"2026-03-18"
"P-91534-2611","MEM → STL","Back to the Roots, Inc","38141","63701","MEM","STL","Complete",226.78,266.78,-40,"2026-03-18"
"P-86683-2611","PHX → LAX","DoorDash","85353","90058","PHX","LAX","Complete",240,500,-260,"2026-03-18"
"P-52885-2611","BOS → BOS","Back to the Roots, Inc","02322","01984","BOS","BOS","Complete",44,139.55,-95.55,"2026-03-18"
"P-25563-2610","DEN → DEN","Back to the Roots, Inc","80239","80125","DEN","DEN","Complete",186.65,157.71,28.94,"2026-03-18"
"P-169961-2610","IAD → ORD","Priority1","20166","60093","IAD","ORD","Complete",206.51,178.02,28.49,"2026-03-18"
"P-165548-2610","EWR → EWR","Worldwide Express","11356","08110","EWR","EWR","Complete",195,298.95,-103.95,"2026-03-18"
"P-59732-2611","EWR → EWR","DoorDash","07430","07201","EWR","EWR","Complete",200,130.24,69.76,"2026-03-18"
"P-59696-2611","EWR → EWR","DoorDash","07305","07201","EWR","EWR","Complete",200,119.76,80.24,"2026-03-18"
"P-58705-2611","AUS → DFW","DoorDash","78758","75028","AUS","DFW","Complete",1268.16,415,853.16,"2026-03-18"
"P-136554-2610","CHA → EWR","Allure International Group Inc.","30721","11040","CHA","EWR","Complete",302.08,293.51,8.57,"2026-03-18"
"P-101468-2611","ATL → ATL","Back to the Roots, Inc","30297","31024","ATL","ATL","Complete",132.65,62.07,70.58,"2026-03-18"
"P-61815-2610","EWR → ATL","Worldwide Express","10703","30340","EWR","ATL","Complete",211.8,287.22,-75.42,"2026-03-18"
"P-170267-2610","LAX → SAN","Worldwide Express","90621","92111","LAX","SAN","Complete",255,109.11,145.89,"2026-03-18"
"P-141373-2611","","Back to the Roots, Inc","","28273","","CLT","Complete",0,0,0,"2026-03-18"
"P-39099-2610","EWR → MCO","Priority1","08817","34771","EWR","MCO","Complete",555.65,312.25,243.4,"2026-03-18"
"P-93787-2611","OKC → OKC","Back to the Roots, Inc","73135","73120","OKC","OKC","Complete",20,172.17,-152.17,"2026-03-18"
"P-57576-2611","EWR → EWR","Worldwide Express","19403","11434","EWR","EWR","Complete",110,165.6,-55.6,"2026-03-18"
"P-141625-2610","DFW → BWI","Priority1","75220","21215","DFW","BWI","Complete",237.2,223.38,13.82,"2026-03-18"
"P-19233-2611","SDF → BWI","Worldwide Express","40219","20774","SDF","BWI","Complete",286.56,270.73,15.83,"2026-03-18"
"P-122719-2609","IAH → EWR","Worldwide Express","77583","10989","IAH","EWR","Complete",1005.8,1085.35,-79.55,"2026-03-18"
"P-113077-2610","DFW → MIA","Priority1","76117","33483","DFW","MIA","Complete",256,207.93,48.07,"2026-03-18"
"P-110432-2611","IAH → IAH","NOKE SOLUTIONS","77379","77665","IAH","IAH","Complete",224.8,150.58,74.22,"2026-03-18"
"P-33203-2611","DEN → CLT","Priority1","80239","28216","DEN","CLT","Complete",515.75,432.25,83.5,"2026-03-18"
"P-64952-2610","EWR → IAH","Priority1","07080","77036","EWR","IAH","Complete",234.2,175.36,58.84,"2026-03-18"
"P-112628-2610","EWR → MCO","Worldwide Express","08820","32118","EWR","MCO","Complete",260.2,281.4,-21.2,"2026-03-18"
"P-138387-2608","CMH → IAH","Aritzia (United States of Aritzia)","43125","77056","CMH","IAH","Complete",489.92,411.86,78.06,"2026-03-18"
"P-148493-2611","","Back to the Roots, Inc","","95131","","SFO","Complete",0,0,0,"2026-03-18"
"P-123896-2611","ATL → BHM","Back to the Roots, Inc","30297","36790","ATL","BHM","Complete",522.45,393.5,128.95,"2026-03-18"
"P-86631-2611","EWR → EWR","Worldwide Express","11788","08110","EWR","EWR","Complete",150,236.38,-86.38,"2026-03-18"
"P-125758-2611","EWR → EWR","Back to the Roots, Inc","07036","07081","EWR","EWR","Complete",40,89.19,-49.19,"2026-03-18"
"P-91869-2610","STL → MIA","GLB Trucking LLC dba GLB Solutions","63108","33020","STL","MIA","Complete",206.5,189.41,17.09,"2026-03-18"
"P-21413-2611","MEM → DEN","Landstar Global Logistics","38118","80129","MEM","DEN","Complete",237.88,204.81,33.07,"2026-03-18"
"P-49773-2611","MEM → LAX","Landstar Global Logistics","38118","90304","MEM","LAX","Complete",336,415.91,-79.91,"2026-03-18"
"P-34057-2611","DEN → MIA","UTB Logistics","80223","33182","DEN","MIA","Complete",343.68,290.9,52.78,"2026-03-18"
"P-174713-2610","SFO → LAX","Gopuff (Bevmo!)","94806","90036","SFO","LAX","Complete",55,55.63,-0.63,"2026-03-18"
"P-105212-2609","LAX → TPA","Chainyo supplychain management inc","91745","33801","LAX","TPA","Complete",1194.14,896.67,297.47,"2026-03-18"
"P-129639-2610","IND → STL","Back to the Roots, Inc","46241","62262-1126","IND","STL","Complete",334.56,354.56,-20,"2026-03-18"
"P-110664-2610","MEM → STL","B-Stock Solutions Inc","38225","62650","MEM","STL","Complete",298.58,661.51,-362.93,"2026-03-18"
"P-123398-2611","SAT → AUS","Back to the Roots, Inc","78218","76574","SAT","AUS","Complete",146,138.03,7.97,"2026-03-18"
"P-127847-2611","PDX → PDX","Worldwide Express","97322","97203","PDX","PDX","Complete",110,135.38,-25.38,"2026-03-18"
"P-94275-2610","MIA → EWR","Worldwide Express","33178","11004","MIA","EWR","Complete",232.4,217.27,15.13,"2026-03-18"
"P-126714-2610","MIA → EWR","Worldwide Express","33442","19134","MIA","EWR","Complete",232.4,222.54,9.86,"2026-03-18"
"P-135698-2610","ORD → LAX","Worldwide Express","60647","90265","ORD","LAX","Complete",254,358.86,-104.86,"2026-03-18"
"P-140547-2611","","Back to the Roots, Inc","","07036","","EWR","Canceled",0,0,0,"2026-03-18"
"P-133989-2610","MKE → MIA","UTB Logistics","53072","33126","MKE","MIA","Complete",240.6,230.84,9.76,"2026-03-18"
"P-63817-2610","EWR → PDX","Priority1","07657","97305","EWR","PDX","Complete",1062.34,942.64,119.7,"2026-03-18"
"P-94225-2610","TPA → EWR","Source Alliance","33760","10019","TPA","EWR","Complete",253.84,227.99,25.85,"2026-03-18"
"P-140421-2611","","Back to the Roots, Inc","","22079","","IAD","Complete",0,0,0,"2026-03-18"
"P-95108-2611","BNA → BNA","Back to the Roots, Inc","37217","37064","BNA","BNA","Complete",40,85.31,-45.31,"2026-03-18"
"P-120098-2610","BOS → PDX","Xtend TMS (dba Valley Companies)","01610","98660","BOS","PDX","Complete",346.15,396.49,-50.34,"2026-03-18"
"P-144396-2610","SFO → SEA","Gopuff","94806","98107","SFO","SEA","Complete",120,90.95,29.05,"2026-03-18"
"P-124132-2611","SLC → SLC","Back to the Roots, Inc","84119","84040","SLC","SLC","Complete",46,41.17,4.83,"2026-03-18"
"P-97442-2609","MKE → DFW","Worldwide Express","53022","75081","MKE","DFW","Complete",255.2,269.11,-13.91,"2026-03-18"
"P-142221-2611","PHX → PHX","CookUnity Inc","85719","85353","PHX","PHX","Complete",174.85,0,174.85,"2026-03-18"
"P-74579-2610","DFW → IAD","Priority1","75220","20002","DFW","IAD","Complete",301.6,247.4,54.2,"2026-03-18"
"P-59339-2609","LAX → CLT","Worldwide Express","91762","28173","LAX","CLT","Complete",304.44,388.55,-84.11,"2026-03-18"
"P-93545-2611","","Back to the Roots, Inc","30297","31061","ATL","","Complete",148.12,64.04,84.08,"2026-03-18"
"P-86904-2610","MCO → EWR","Xtend TMS (dba Valley Companies)","32808","11735","MCO","EWR","Complete",280.84,210.47,70.37,"2026-03-18"
"P-33604-2611","DFW → CLT","Worldwide Express","75229","28205","DFW","CLT","Complete",234.84,191.53,43.31,"2026-03-18"
"P-82898-2611","LAX → SFO","Inchoi Express","91746","94560","LAX","SFO","Complete",259.63,179.8,79.83,"2026-03-18"
"P-173303-2610","SFO → PHX","Gopuff","94806","85032","SFO","PHX","Complete",165,130.95,34.05,"2026-03-18"
"P-144107-2610","SFO → SEA","Gopuff","94806","98226","SFO","SEA","Complete",60,173.75,-113.75,"2026-03-18"
"P-86969-2610","MIA → AUS","Priority1","33304","78628","MIA","AUS","Complete",246,246.52,-0.52,"2026-03-18"
"P-170034-2610","ORD → EWR","Worldwide Express","60455","11220","ORD","EWR","Complete",409.76,400.8,8.96,"2026-03-18"
"P-117206-2610","SFO → PHX","Gopuff","94806","85085","SFO","PHX","Complete",55,29.92,25.08,"2026-03-18"
"P-12726-2609","LAX → SLC","Worldwide Express","91744","84101","LAX","SLC","Complete",1660,1676.96,-16.96,"2026-03-18"
"P-136824-2610","TPA → BWI","Priority1","33777","21012","TPA","BWI","Complete",248.4,254.63,-6.23,"2026-03-18"
"P-123422-2611","MSP → MSP","Back to the Roots, Inc","55121","55082-9498","MSP","MSP","Complete",44,75.05,-31.05,"2026-03-18"
"P-26908-2610","LAX → EWR","DrayEasy","91761","07052","LAX","EWR","Complete",1999,1253.57,745.43,"2026-03-18"
"P-57519-2611","IAH → LAX","Worldwide Express","77028","91768","IAH","LAX","Complete",187.22,306.75,-119.53,"2026-03-18"
"P-105176-2610","BNA → BNA","Back to the Roots, Inc","37217","37064","BNA","BNA","Complete",40,84.64,-44.64,"2026-03-18"
"P-150406-2610","LAX → PHX","Worldwide Express","91730","85379","LAX","PHX","Complete",185,236.28,-51.28,"2026-03-18"
"P-65314-2610","LAX → EWR","Worldwide Express","90015","11417","LAX","EWR","Complete",395,337.95,57.05,"2026-03-18"
"P-93853-2610","MIA → EWR","FreightCenter Inc","33166","11368","MIA","EWR","Complete",259.4,254.68,4.72,"2026-03-18"
"P-133242-2610","EWR → RDU","Worldwide Express","08810","27526","EWR","RDU","Complete",216.8,184.99,31.81,"2026-03-18"
"P-96764-2611","IAD → BWI","Back to the Roots, Inc","22079","21227","IAD","BWI","Complete",78,84.89,-6.89,"2026-03-18"
"P-27252-2611","CLT → GSO","Back to the Roots, Inc","28273","24382","CLT","GSO","Complete",274.8,299.81,-25.01,"2026-03-18"
"P-28383-2611","IND → CVG","Back to the Roots, Inc","46241","45247","IND","CVG","Complete",143.98,156.17,-12.19,"2026-03-18"
"P-75331-2611","EWR → MDT","Gopuff","08003","16801","EWR","MDT","Complete",1375,700,675,"2026-03-18"
"P-125643-2611","SEA → SEA","Back to the Roots, Inc","98001","98569","SEA","SEA","Complete",174,245,-71,"2026-03-18"
"P-121605-2610","LAX → SEA","Priority1","91748","98391","LAX","SEA","Complete",205,328.14,-123.14,"2026-03-18"
"P-94988-2611","DTW → MBS","Back to the Roots, Inc","48315","48761","DTW","MBS","Complete",487.3,527.3,-40,"2026-03-18"
"P-170146-2610","MEM → EWR","Nolan Transportation Group","38111","11003","MEM","EWR","Complete",275.2,267.2,8,"2026-03-18"
"P-43811-2611","LAX → LFT","Worldwide Express","91761","70508","LAX","LFT","Complete",310,285.77,24.23,"2026-03-18"
"P-123363-2611","ATL → BHM","Back to the Roots, Inc","30297","35080","ATL","BHM","Complete",211,121.16,89.84,"2026-03-18"
"P-91071-2610","EWR → ORD","Imperfect Foods","08810","60164","EWR","ORD","Complete",709.85,465.92,243.93,"2026-03-18"
"P-128389-2610","MKE → IAH","Xtend TMS (dba Valley Companies)","53551","77351","MKE","IAH","Complete",649.4,450.84,198.56,"2026-03-18"
"P-110827-2611","EWR → EWR","DrayEasy","07206","10952","EWR","EWR","Complete",240,296.62,-56.62,"2026-03-18"
"P-156145-2610","ORD → EWR","Worldwide Express","60172","11757","ORD","EWR","Complete",244.88,188.48,56.4,"2026-03-18"
"P-116968-2610","SFO → PHX","Gopuff","94806","85383","SFO","PHX","Complete",55,29.42,25.58,"2026-03-18"
"P-139405-2610","MCO → DFW","Priority1","32824","75211","MCO","DFW","Complete",385.51,432.46,-46.95,"2026-03-18"
"P-31994-2611","LAX → LAX","Roca Tile USA, Inc","92805","92629","LAX","LAX","Complete",141,129.42,11.58,"2026-03-18"
"P-75848-2611","EWR → EWR","Gopuff","08003","18018","EWR","EWR","Complete",800,400,400,"2026-03-18"
"P-167672-2610","ATL → CLT","Worldwide Express","30066","28277","ATL","CLT","Complete",176.08,241.36,-65.28,"2026-03-18"
"P-125312-2611","","Back to the Roots, Inc","07036","10940","EWR","","Complete",124.4,60.26,64.14,"2026-03-18"
"P-138446-2608","CMH → SLC","Aritzia (United States of Aritzia)","43125","84107","CMH","SLC","Complete",1733.33,175,1558.33,"2026-03-18"
"P-156636-2610","GSP → LAX","Priority1","29341","91733","GSP","LAX","Complete",286.96,432.24,-145.28,"2026-03-18"
"P-173356-2610","SFO → LAX","Gopuff (Bevmo!)","94806","91362","SFO","LAX","Complete",70,57.23,12.77,"2026-03-18"
"P-173986-2610","SFO → LAX","Gopuff (Bevmo!)","94806","91362","SFO","LAX","Complete",140,114.46,25.54,"2026-03-18"
"P-19112-2610","ORD → EWR","Worldwide Express","60053","08060","ORD","EWR","Complete",184.88,455.35,-270.47,"2026-03-18"
"P-64017-2611","LAX → SAN","Worldwide Express","91761","92127","LAX","SAN","Complete",120,109.59,10.41,"2026-03-18"
"P-123237-2610","SEA → EWR","Priority1","98087","10305","SEA","EWR","Complete",296.9,304.91,-8.01,"2026-03-18"
"P-40818-2611","LAX → SLC","Worldwide Express","91761","84104","LAX","SLC","Complete",180,206.77,-26.77,"2026-03-18"
"P-41042-2611","DFW → IAD","Priority1","75220","20011","DFW","IAD","Complete",216.6,193.11,23.49,"2026-03-18"
"P-127173-2610","EWR → RDU","Logistics Freight Solutions Inc dba Primo","07036","27560","EWR","RDU","Complete",290.8,249.96,40.84,"2026-03-18"
"P-82845-2611","EWR → EWR","Worldwide Express","07107","08505","EWR","EWR","Complete",110,104.09,5.91,"2026-03-18"
"P-64629-2611","SLC → SLC","Armstrong Transport Group","84104","84058","SLC","SLC","Complete",123,69.96,53.04,"2026-03-18"
"P-45599-2611","DFW → RDU","Blue Grace Logistics","75229","27529","DFW","RDU","Complete",270.61,253.22,17.39,"2026-03-18"
"P-131738-2610","BNA → BNA","Back to the Roots, Inc","37217","37016","BNA","BNA","Complete",108.96,147.74,-38.78,"2026-03-18"
"P-43387-2611","MSP → BNA","DrayEasy","55121","42003","MSP","BNA","Complete",415,556.75,-141.75,"2026-03-18"
"P-95016-2611","BNA → BNA","Back to the Roots, Inc","37217","37220","BNA","BNA","Complete",40,80.79,-40.79,"2026-03-18"
"P-125149-2611","LAX → LAX","Back to the Roots, Inc","90021","92590","LAX","LAX","Complete",152.65,80.6,72.05,"2026-03-18"
"P-51373-2611","IAH → MIA","Priority1","77586","33021","IAH","MIA","Complete",269,213.94,55.06,"2026-03-18"
"P-32995-2611","SBN → TVC","E.C. Barton & Company","46545","49729","SBN","TVC","Complete",294.34,245.28,49.06,"2026-03-18"
"P-149946-2610","LAX → SGU","Aqua US Trade LLC","91745","84737","LAX","SGU","Complete",196,321.09,-125.09,"2026-03-18"
"P-103858-2611","IAH → DFW","Bimini Hydrotherapy","77066","76087","IAH","DFW","Complete",215.65,256.84,-41.19,"2026-03-18"
"P-58636-2611","DFW → DFW","DoorDash","75057","75028","DFW","DFW","Complete",220,63.93,156.07,"2026-03-18"
"P-59479-2611","DFW → DFW","DoorDash","75236","75028","DFW","DFW","Complete",220,68.59,151.41,"2026-03-18"
"P-117428-2610","SFO → PHX","Gopuff","94806","85395","SFO","PHX","Complete",110,197.79,-87.79,"2026-03-18"
"P-88273-2610","MCI → LAX","Margin Freight Services LLC","66214","90220","MCI","LAX","Complete",444.75,512.18,-67.43,"2026-03-18"
"P-116987-2610","SFO → PHX","Gopuff","94806","85254","SFO","PHX","Complete",55,43.75,11.25,"2026-03-18"
"P-155673-2610","IAD → MIA","Worldwide Express","20151","33312","IAD","MIA","Complete",221,185.64,35.36,"2026-03-18"
"P-35408-2610","EWR → CLE","B-Stock Solutions Inc","11230","44128","EWR","CLE","Complete",569.99,518.13,51.86,"2026-03-18"
"P-39971-2609","MCO → EWR","Custom Calibration Solutions, LLC","32966","08691","MCO","EWR","Complete",340.54,430.43,-89.89,"2026-03-18"
"P-93127-2611","ATL → ATL","Back to the Roots, Inc","30297","30252-6696","ATL","ATL","Complete",41.89,51.23,-9.34,"2026-03-18"
"P-124657-2611","LAX → SAN","Back to the Roots, Inc","90021","92064-1607","LAX","SAN","Complete",280.36,155.51,124.85,"2026-03-18"
"P-22441-2611","ATL → EWR","Worldwide Express","30329","10002","ATL","EWR","Complete",263,246.78,16.22,"2026-03-18"
"P-124195-2611","MCI → MCI","Back to the Roots, Inc","64111","66085","MCI","MCI","Complete",40,91.34,-51.34,"2026-03-18"
"P-86757-2611","BOS → EWR","DoorDash","01843","07201","BOS","EWR","Complete",550,374.35,175.65,"2026-03-18"
"P-59789-2611","BDL → EWR","DoorDash","06042","07201","BDL","EWR","Complete",275,150.65,124.35,"2026-03-18"
"P-32945-2611","ORD → MCO","Chai Holdings LLC dba Global Forwarding","60133","32750","ORD","MCO","Complete",251,188.76,62.24,"2026-03-18"
"P-158105-2610","","Back to the Roots, Inc","30297","30907","ATL","","Complete",146.71,149.89,-3.18,"2026-03-18"
"P-34585-2611","DFW → CLT","Worldwide Express","75244","28277","DFW","CLT","Complete",234.84,207.97,26.87,"2026-03-18"
"P-20736-2611","DFW → LAX","Worldwide Express","75149","90713","DFW","LAX","Complete",187.22,276.2,-88.98,"2026-03-18"
"P-115301-2610","SFO → PHX","Gopuff","94806","86004","SFO","PHX","Complete",430,350,80,"2026-03-18"
"P-24172-2611","ORD → LAX","Armstrong Transport Group","60644","92625","ORD","LAX","Complete",265,353.3,-88.3,"2026-03-18"
"P-21955-2611","ATL → EWR","Priority1","30005","11104","ATL","EWR","Complete",305,284.75,20.25,"2026-03-18"
"P-173131-2610","SFO → PHX","Gopuff","94806","85301","SFO","PHX","Complete",220,113.48,106.52,"2026-03-18"
"P-115927-2611","ATL → ATL","Unis Transportation LLC","30134","30328","ATL","ATL","Complete",135,50.21,84.79,"2026-03-18"
"P-172954-2610","SFO → PHX","Gopuff","94806","85029","SFO","PHX","Complete",165,128.35,36.65,"2026-03-18"
